id_prestamo;fecha_prestamo;fecha_vencimiento;fecha_devolucion;id_usuario;tipo_usuario;nombre_usuario;id_libro;isbn;titulo_libro;autor;categoria;sede_biblioteca;estado_prestamo;multa_crc;canal_prestamo;id_bibliotecario;renovaciones;observaciones;cantidad_por_id
PRE0040633;2023-03-08;2023-04-05;2023-04-16;USR002437;Estudiante  ;Luis Gómez Chaves          ;LB00294;5651269448695;Introducción a la Estadística Vol. 4  ;P. Ponniah      ;Ingeniería;Salud            ;Devuelto    ;2750    ;En línea   ;BIB0024;2              ;Usuario reporta portada dañada;2
PRE0040633;2023-07-29;2023-08-19;2023-08-24;USR001261;Estudiante  ;Rocío Jiménez Araya       ;LB00337;7522459334419;Algoritmos y Estructuras Vol. 2         ;A. Pérez       ;Literatura ;Atlántico       ;Devuelto    ;1250    ;Mostrador   ;BIB0010;0              ;Usuario reporta portada dañada;2
PRE0040636;2024-03-14;2024-03-21;2024-03-26;USR002790;Funcionario ;Paola Mora Araya            ;LB00656;5960633991297;Investigación de Operaciones Vol. 2    ;C. Vargas       ;Matemática;Humanidades      ;Devuelto    ;1250    ;Mostrador   ;BIB0031;0              ;Usuario reporta portada dañada;2
PRE0040636;2024-04-09;2024-04-23;2024-05-03;USR003478;Docente     ;Alonso Murillo Ramírez     ;LB00343;ISBN-000X    ;Modelado Dimensional Vol. 1             ;D. Fernández   ;Ciencias   ;Atlántico       ;Devuelto    ;2500    ;App móvil  ;BIB0027;0              ;Revisión pendiente            ;2
PRE0040731;2023-07-09;2023-07-23;          ;USR000626;Estudiante  ;Manuel Valverde Rodríguez  ;LB00698;1814396661347;Gestión de Bases de Datos Vol. 1       ;M. Sánchez     ;Tecnología;Pacífico        ;En préstamo;0       ;En línea   ;BIB0005;0              ;N/A                            ;2
PRE0040731;2024-12-06;2024-12-13;          ;USR003880;Estudiante  ;Gabriela Solano Chaves      ;LB00020;4251354278498;Aprendizaje Automático Vol. 1          ;P. Ponniah      ;Economía  ;Central          ;Atrasado    ;114250  ;Mostrador   ;BIB0029;0              ;                               ;2
PRE0040912;2023-04-26;2023-05-03;          ;USR002844;docente     ;Sebastián Rodríguez Blanco;LB00617;5105265016731;Introducción a la Estadística Vol. 4  ;C. Vargas       ;Matemática;Ingenierías     ;En préstamo;0       ;Autoservicio;BIB0035;2              ;                               ;2
PRE0040912;2025-04-04;2025-04-18;2025-04-14;USR001820;Estudiante  ;Javier Campos Alvarado      ;LB00452;8773477848588;Fundamentos de Bibliotecología Vol. 3  ;A. Pérez       ;Historia   ;Occidente        ;Devuelto    ;0       ;App móvil  ;BIB0005;3              ;Renovado una vez               ;2
PRE0040918;2023-08-17;2023-08-31;2023-09-11;USR003160;estud.      ;Elena Araya Calvo           ;LB00370;6173574384215;Sistemas de Información Vol. 3         ;M. Ross         ;Matemática;Salud            ;Devuelto    ;2750    ;Autoservicio;BIB0030;2              ;                               ;2
PRE0040918;2024-05-02;2024-05-30;2024-05-27;USR000691;Docente     ;Sebastián Rodríguez Salaza;LB00639;5723084810018;Administración de Proyectos Vol. 4     ;S. Gómez       ;Matemática;Ingenierías     ;Devuelto    ;0       ;App móvil  ;BIB0015;2              ;Usuario reporta portada dañada;2
PRE0040936;2023-04-06;2023-04-13;2023-04-10;USR002178;Estudiante  ;Elena Rojas Ramírez        ;LB00558;7430271693859;Administración de Proyectos Vol. 3     ;P. Ponniah      ;Economía  ;Occidente        ;Devuelto    ;0       ;Autoservicio;BIB0005;0              ;                               ;2
PRE0040936;2025-08-16;2025-08-30;2025-08-29;USR003516;Estudiante  ;Alonso Herrera Rodríguez   ;LB00243;9666676008350;Programación en Python Vol. 4          ;C. Inmon        ;artes      ;Occidente        ;Devuelto    ;0       ;En línea   ;BIB0013;0              ;Entrega con atraso             ;2
PRE0041039;2024-06-19;NULL      ;          ;USR004554;Estudiante  ;Kevin Alvarado Vega         ;LB00288;3029922809202;Administración de Proyectos Vol. 2     ;J. Ramírez     ;Literatura ;Humanidades      ;En préstamo;0       ;Autoservicio;BIB0040;3              ;Renovado una vez               ;2
PRE0041039;2024-11-10;2024-11-24;          ;USR003696;Estudiante  ;Diego Aguilar Rodríguez    ;LB00342;1465911665535;Derecho de la Información Vol. 2       ;J. Caserta      ;Tecnología;Pacífico        ;En préstamo;0       ;App móvil  ;BIB0032;0              ;Préstamo interbibliotecario   ;2
PRE0041106;2023-06-22;2023-06-29;          ;USR001721;Funcionario ;Miguel Campos Castro        ;LB00355;7038860868034;Derecho de la Información Vol. 1       ;A. Pérez       ;Medicina   ;Salud            ;En préstamo;0       ;En línea   ;BIB0010;               ;Usuario reporta portada dañada;2
PRE0041106;2025-10-13;2025-11-10;2025-11-12;USR001389;Estudiante  ;Julio Araya Cordero         ;LB00535;6619639907676;Aprendizaje Automático Vol. 1          ;M. Ross         ;Matemática;Pacífico        ;Devuelto    ;500     ;Autoservicio;BIB0006;0              ;                               ;2
PRE0041190;2024-12-01;2024-12-15;          ;USR002177;Investigador;Laura Herrera Vargas        ;LB00235;0722903494466;Derecho de la Información Vol. 4       ;R. Kimball      ;Derecho    ;Ciencias Sociales;Atrasado    ;113750  ;Mostrador   ;BIB0032;0              ;                               ;2
PRE0041190;2025-08-26;2025-09-02;2025-09-03;USR003575;Estudiante  ; Daniela Herrera Valverde   ;LB00433;5547813767426;Gobernanza de Datos Vol. 3              ;R. Kimball      ;Matemática;Humanidades      ;Devuelto    ;250     ;En línea   ;BIB0005;1              ;                               ;2
PRE0041230;2023-08-24;2023-09-21;2023-09-26;USR002084;Docente     ;Sebastián Solano Rojas     ;LB00541;6205015081247;Visualización de Datos Vol. 3          ;E. Quesada      ;TECNOLOG�?A;Ciencias Sociales;Devuelto    ;1250    ;Autoservicio;BIB0040;0              ;Entrega con atraso             ;2
PRE0041230;2024-10-23;2024-10-30;          ;USR000828;Docente     ;Lucía Herrera Vega         ;LB00255;9002877217535;Ética y Tecnología Vol. 4             ;L. Rodríguez   ;Economía  ;Ciencias Sociales;En préstamo;0       ;Mostrador   ;BIB0033;2              ;                               ;2
PRE0041237;2024-09-21;2024-10-19;2024-10-27;USR003304;Estudiante  ;Gabriela Gómez Jiménez    ;LB00489;1866179454918;Redes y Telecomunicaciones Vol. 1       ;M. Ross         ;Economía  ;Atlántico       ;Devuelto    ;2000    ;Mostrador   ;BIB0015;0              ;                               ;2
PRE0041237;2024-11-19;2024-12-10;          ;USR002216;Estudiante  ;Rocío Cordero Murillo      ;LB00524;2891416128463;Derecho de la Información Vol. 2       ; D. Fernández  ;Literatura ;Ingenierías     ;En préstamo;0       ;En línea   ;BIB0020;3              ;Préstamo interbibliotecario   ;2
PRE0041238;2023-03-12;2023-04-02;          ;USR001141;Estudiante  ;Diego Gómez Navarro        ;LB00492;9956412203103;Economía Digital Vol. 4                ;S. Atre         ;Matemática;central          ;En préstamo;0       ;App móvil  ;BIB0037;2              ;Préstamo interbibliotecario   ;2
PRE0041238;2025-01-17;2025-01-31;          ;USR003098;Docente     ;Gabriela Torres Torres      ;LB00510;6611062737158;Investigación de Operaciones Vol. 1    ;L. Rodríguez   ;Ingeniería;Humanidades      ;En préstamo;0       ;Mostrador   ;BIB0012;3              ;Entrega con atraso             ;2
PRE0041445;2023-01-07;2023-01-28;          ;USR004602;Estudiante  ;Elena Sánchez Vega         ;LB00187;1520643611037;Arquitectura de Datos Vol. 1            ;A. Solís       ;Matemática;Occidente        ;En préstamo;0       ;Autoservicio;BIB0004;1              ;                               ;2
PRE0041445;2025-05-17;2025-06-14;2025-06-14;USR002576;Estudiante  ;Andrés Mora Navarro        ;LB00350;2983248262925;Redes y Telecomunicaciones Vol. 2       ;P. Ponniah      ;Ciencia    ;Atlántico       ;En préstamo;68500   ;Autoservicio;BIB0025;3              ;Renovado una vez               ;2
PRE0041514;2023-07-20;2023-08-03;          ;USR004036;Estudiante  ;Natalia Campos Torres       ;LB00277;5368222394312;Gobernanza de Datos Vol. 1              ;D. Fernández   ;Tecnología;Central          ;Atrasado    ;238750  ;Autoservicio;BIB0018;1              ;Entrega con atraso             ;2
PRE0041514;2025-08-05;2025-08-12;2025-08-11;USR004683;Estudiante  ;Elena Vega Rojas            ;LB00069;8424745171236;Análisis Multivariado Vol. 2           ;A. Solís       ;Economía  ;Atlántico       ;devuelto    ;0       ;App móvil  ;BIB0014;3              ;Revisión pendiente            ;2
PRE0041519;2024-10-14;2024-11-04;          ;USR000094;Estudiante  ;Andrea Jiménez Blanco      ;LB00304;3433339521117;Metodología de la Investigación Vol. 2;J. Caserta      ;Ingeniería;Atlántico       ;En préstamo;0       ;Mostrador   ;BIB0001;0              ;Renovado una vez               ;2
PRE0041519;2024-11-18;2024-12-09;2024-12-17;USR002408;Estudiante  ;Andrea Murillo Calvo        ;LB00226;6089899217223;Diseño de Experimentos Vol. 4          ;D. Fernández   ;Historia   ;Salud            ;Devuelto    ;2000    ;En línea   ;BIB0011;1              ;                               ;2
PRE0041593;2024-10-28;2024-11-04;2024-11-06;USR004712;Estudiante  ;Kevin Alvarado Gómez       ;LB00266;5800439735989;Gobernanza de Datos Vol. 4              ;J. Ramírez     ;Derecho    ;Ingenierías     ;Devuelto    ;500     ;App móvil  ;BIB0038;0              ;Renovado una vez               ;2
PRE0041593;2024-11-26;2024-12-10;2024-12-20;USR000400;Docente     ;Sofía Ramírez Herrera     ;LB00157;6156793341016;Análisis Multivariado Vol. 3           ;A. Solís       ;Matemática;Pacífico        ;Devuelto    ;2500    ;En línea   ;BIB0004;1              ;Préstamo interbibliotecario   ;2
PRE0041635;2024-06-07;2024-07-05;          ;USR001180;Estudiante  ;Julio Murillo Mora          ;LB00355;7038860868034;Derecho de la Información Vol. 1       ;A. Pérez       ;Medicina   ;Ciencias Sociales;Perdido     ;10000   ;App móvil  ;BIB0021;2              ;Préstamo interbibliotecario   ;2
PRE0041635;2025-06-15;2025-07-06;2025-07-03;USR001761;Investigador;Mariana Solano Rojas        ;LB00271;6484085887704;Ética y Tecnología Vol. 3             ;E. Quesada      ;Historia   ;Salud            ;Devuelto    ;0       ;En línea   ;BIB0001;2              ;Revisión pendiente            ;2
PRE0041637;2023-12-09;2024-01-06;2024-01-07;USR003097;Estudiante  ;Diego Ramírez Chaves       ;LB00042;12345        ;Modelado Dimensional Vol. 4             ;L. Rodríguez   ;Arte       ;Ciencias Sociales;Devuelto    ;250     ;Mostrador   ;BIB0009;0              ;Préstamo interbibliotecario   ;2
PRE0041637;2025-10-07;2025-10-21;2025-10-30;USR004771;Estudiante  ;Elena Salazar Mora          ;LB00672;6000258955296;Sistemas de Información Vol. 4         ;J. Caserta      ;Literatura ;Pacífico        ;Devuelto    ;2250    ;En línea   ;BIB0018;3              ;Renovado una vez               ;2
PRE0041643;2023-09-15;2023-09-22;2023-09-26;USR003196;Externo     ;Diego Blanco Navarro        ;LB00283;3928272299275;Gobernanza de Datos Vol. 3              ;R. Kimball      ;Derecho    ;Atlántico       ;Devuelto    ;1000    ;Mostrador   ;BIB0032;1              ;Revisión pendiente            ;2
PRE0041643;2024-10-21;2024-11-04;          ;USR002863;Estudiante  ;Andrea Ramírez Castro      ;LB00173;1238282586736;Gestión de Bases de Datos Vol. 1       ;N/A             ;Educación ;Humanidades      ;Atrasado    ;124000  ;App móvil  ;BIB0009;9              ;                               ;2
PRE0041722;2024-04-23;2024-04-30;          ;USR004998;Investigador;Mariana Cordero Rojas       ;LB00101;1522047277901;Modelado Dimensional Vol. 2             ;R. Kimball      ;Educación ;Ingenierías     ;En préstamo;0       ;En línea   ;BIB0010;0              ;Renovado una vez               ;2
PRE0041722;2025-11-13;2025-12-04;          ;USR001923;Estudiante  ;Sofía Campos Sánchez      ;LB00152;7717535560932;Sistemas de Información Vol. 3         ;A. Solís       ;Economía  ;Ingenierías     ;En préstamo;0       ;Autoservicio;BIB0025;0              ;Usuario reporta portada dañada;2
PRE0041843;2024-02-25;2024-03-10;          ;USR000370;Funcionario ;Andrea Rodríguez Araya     ;LB00676;2091179112442;Arquitectura de Datos Vol. 1            ;M. Sánchez     ;Historia   ;Ingenierías     ;Atrasado    ;183750  ;Mostrador   ;BIB0002;0              ;                               ;2
PRE0041843;2025-11-10;2025-12-08;2025-12-14;USR002526;Docente     ;Miguel Torres Herrera       ;LB00285;8449892665918;Derecho de la Información Vol. 3       ;A. Pérez       ;Ingeniería;Salud            ;Devuelto    ;1500    ;Mostrador   ;BIB0032;1              ;                               ;2
PRE0041844;2023-02-11;2023-02-18;2023-02-15;USR003692;Funcionario ;Paula Quesada Ramírez      ;LB00307;1559428434795;Ética y Tecnología Vol. 2             ;E. Quesada      ;Sociología;Ingenierías     ;Devuelto    ;0       ;Mostrador   ;BIB0034;N/A            ;Préstamo interbibliotecario   ;2
PRE0041844;2023-03-09;2023-04-06;          ;USR003076;Estudiante  ;Andrés Mora Jiménez       ;LB00106;7221704303054;Derecho de la Información Vol. 2       ;L. Mora         ;Ingeniería;Pacífico        ;Perdido     ;15000   ;Autoservicio;BIB0022;0              ;Renovado una vez               ;2
PRE0041870;2023-06-03;2023-06-24;2023-06-28;USR000312;Estudiante  ;Julio Araya Ramírez        ;LB00747;9026113989868;Economía Digital Vol. 3                ;P. Ponniah      ;Arte       ;Salud            ;Devuelto    ;1000    ;Mostrador   ;BIB0013;2              ;                               ;2
PRE0041870;2026-02-27;2026-03-27;          ;USR001429;Estudiante  ;Javier Valverde Araya       ;LB00207;1210032365199;Metodología de la Investigación Vol. 2;A. Pérez       ;tecnologia ;Salud            ;Atrasado    ;0       ;Autoservicio;BIB0034;2              ;Préstamo interbibliotecario   ;2
PRE0041874;2024-08-12;2024-09-02;2024-09-01;USR003854;Estudiante  ;Luis Ramírez Vargas        ;LB00159;4890250392614;visualización de datos vol. 3          ;NULL            ;Historia   ;Ingenierías     ;Devuelto    ;0       ;En línea   ;BIB0005;0              ;                               ;2
PRE0041874;2025-09-28;2025-10-05;          ;USR000740;Investigador;Javier Torres Valverde      ;LB00024;8692322602563;Ética y Tecnología Vol. 2             ;A. Pérez       ;Educación ;Humanidades      ;Atrasado    ;40250   ;En línea   ;BIB0039;1              ;Usuario reporta portada dañada;2
PRE0041924;2023-02-16;2023-03-09;2023-03-21;USR002763;Estudiante  ;Natalia Murillo Alvarado    ;LB00717;1975466176620;Visualización de Datos Vol. 3          ;D. Fernández   ;Derecho    ;Pacífico        ;Devuelto    ;3000    ;App móvil  ;BIB0014;0              ;Usuario reporta portada dañada;2
PRE0041924;2023-06-21;2023-07-05;          ;USR001108;Estudiante  ;Manuel Quesada Campos       ;LB00111;2755719285654;Modelado Dimensional Vol. 4             ;M. Ross         ;Sociología;Salud            ;En préstamo;0       ;Mostrador   ;BIB0038;0              ;                               ;2
PRE0041929;2025-01-04;2025-01-11;2025-01-07;USR003905;Estudiante  ;Alonso Solano Solano        ;LB00315;8114921643347;Redes y Telecomunicaciones Vol. 1       ;R. Kimball      ;Arte       ;Occidente        ;Devuelto    ;0       ;App móvil  ;BIB0021;0              ;Renovado una vez               ;2
PRE0041929;2026-01-20;2026-02-17;2026-02-17;USR004661;Estudiante  ;Alonso Campos Aguilar       ;LB00231;7546913736785;Diseño de Experimentos Vol. 2          ;D. Fernández   ;Ingeniería;Salud            ;En préstamo;0       ;App móvil  ;BIB0015;1              ;Usuario reporta portada dañada;2
PRE0041936;2025-03-28;2025-04-04;2025-04-10;USR000235;Estudiante  ;Manuel Murillo Valverde     ;LB00510;6611062737158;Investigación de Operaciones Vol. 1    ;L. Rodríguez   ;Ingeniería;Ingenierías     ;Devuelto    ;-1000   ;Autoservicio;BIB0025;0              ;                               ;2
PRE0041936;2025-10-28;2025-11-18;2025-11-29;USR002769;Funcionario ;Manuel Vargas Jiménez      ;LB00411;1958837340312;Diseño de Experimentos Vol. 2          ;A. Pérez       ;Economía  ;Occidente        ;Devuelto    ;2750    ;Autoservicio;BIB0006;0              ;Entrega con atraso             ;2
PRE0042030;2023-01-13;2023-01-27;          ;USR001140;Estudiante  ;Lucía Gómez Murillo       ;LB00022;6400524278680;Visualización de Datos Vol. 3          ;M. Ross         ;Historia   ;Ciencias Sociales;Atrasado    ;285750  ;App móvil  ;BIB0019;1              ;Revisión pendiente            ;2
PRE0042030;2026-01-05;2026-01-12;2026-01-14;USR004966;N/A         ;Rocío Vega Herrera         ;LB00393;7239504102767;Ciencia de Datos Aplicada Vol. 4        ;J. Caserta      ;Derecho    ;Pacífico        ;Devuelto    ;500     ;App móvil  ;BIB0003;0              ;                               ;2
PRE0042061;2024-07-25;2024-08-15;          ;USR000093;Estudiante  ;Lucía Salazar Castro       ;LB00626;7491624755411;Ética y Tecnología Vol. 3             ;P. Ponniah      ;Matemática;Central          ;Perdido     ;5000    ;En línea   ;BIB0008;1              ;Usuario reporta portada dañada;2
PRE0042061;2024-11-09;2024-11-30;2024-12-09;USR003218;Estudiante  ;Daniela Quesada Aguilar     ;LB00455;9695450090255;Gestión de Bases de Datos Vol. 4       ;M. Sánchez     ;Medicina   ;Salud            ;Devuelto    ;2250    ;Autoservicio;BIB0002;2              ;Revisión pendiente            ;2
PRE0042167;2025-04-01;2025-04-29;          ;USR002130;Estudiante  ;David Gómez Blanco         ;LB00625;             ;Gestión de Bases de Datos Vol. 4       ;M. Ross         ;artes      ;Ingenierías     ;En préstamo;0       ;App móvil  ;BIB0026;0              ;                               ;2
PRE0042167;2025-07-05;2025-08-02;          ;USR000428;Estudiante  ;Natalia Solano Vega         ;LB00568;1364971892419;Historia de Costa Rica Vol. 3           ;A. Solís       ;Literatura ;Ciencias Sociales;Atrasado    ;56250   ;En línea   ;BIB0010;0              ;Préstamo interbibliotecario   ;2
PRE0042199;2024-10-19;2024-10-26;2024-10-23;USR002504;Estudiante  ;                            ;LB00600;1178309997419;Modelado Dimensional Vol. 1             ;A. Pérez       ;Historia   ;Central          ;Devuelto    ;0       ;App móvil  ;BIB0007;1              ;                               ;2
PRE0042199;2025-03-23;2025-04-13;2025-04-16;USR002281;Externo     ;Gabriela Torres Murillo     ;LB00658;7474721970546;Modelado Dimensional Vol. 1             ;C. Inmon        ;Ciencias   ;Salud            ;Devuelto    ;750     ;Mostrador   ;BIB0026;2              ;Renovado una vez               ;2
PRE0042224;2023-04-02;2023-04-23;2023-04-28;USR002345;Docente     ;María Navarro Sánchez     ;LB00719;8358681225957;Introducción a la Estadística Vol. 2  ;A. Solís       ;Economía  ;Humanidades      ;Devuelto    ;1250    ;Mostrador   ;BIB0030;1              ;Renovado una vez               ;2
PRE0042224;2024-03-17;2024-03-24;2024-03-30;USR004638;Estudiante  ;Luis Jiménez Torres        ;LB00204;5574313291212;Sistemas de Información Vol. 3         ;C. Vargas       ;Arte       ;Ciencias Sociales;Devuelto    ;1500    ;App móvil  ;BIB0022;3              ;                               ;2
PRE0042259;2025-10-07;2025-10-28;          ;USR002593;Estudiante  ;Andrea Herrera Aguilar      ;LB00647;0650191792025;Aprendizaje Automático Vol. 2          ;E. Quesada      ;Ingeniería;Occidente        ;Perdido     ;5000    ;Mostrador   ;BIB0033;1              ;Usuario reporta portada dañada;2
PRE0042259;2025-11-17;2025-12-08;2025-12-14;USR000220;Estudiante  ;Gabriela Mora Salazar       ;LB00152;7717535560932; Sistemas de Información Vol. 3        ;A. Solís       ;Economía  ;Pacífico        ;Devuelto    ;1500    ;App móvil  ;BIB0021;3              ;Usuario reporta portada dañada;2
PRE0042375;2023-03-21;2023-03-28;          ;USR002745;Estudiante  ;Miguel Quesada Jiménez     ;LB00081;0494519832731;Ciencia de Datos Aplicada Vol. 3        ;J. Ramírez     ;Ingeniería;Ingenierías     ;Atrasado    ;270750  ;App móvil  ;BIB0005;0              ;Renovado una vez               ;2
PRE0042375;2023-06-29;2023-07-27;          ;USR001341;Estudiante  ;Gabriela Castro Salazar     ;LB00532;6133254110760;Historia de Costa Rica Vol. 1           ;J. Caserta      ;Ingeniería;Occidente        ;Atrasado    ;240500  ;Autoservicio;BIB0038;0              ;Entrega con atraso             ;2
PRE0042448;2024-04-11;2024-05-02;2024-05-10;USR004006;Investigador;Javier Salazar Araya        ;LB00382;0227846997335;Historia de Costa Rica Vol. 2           ;L. Rodríguez   ;Sociología;Pacífico        ;Devuelto    ;2000    ;Autoservicio;BIB0001;0              ;Fila migrada manualmente       ;2
PRE0042448;2026-02-17;2026-03-17;          ;USR004599;Estudiante  ;Diego Gómez Castro         ;LB00541;6205015081247;Visualización de Datos Vol. 3          ;E. Quesada      ;Tecnología;Ciencias Sociales;En préstamo;0       ;Autoservicio;BIB0032;0              ;Renovado una vez               ;2
PRE0042624;2023-03-13;2023-03-20;2023-03-23;USR001135;Estudiante  ;Miguel Rojas Calvo          ;LB00183;0422325367294;Algoritmos y Estructuras Vol. 1         ;L. Rodríguez   ;Arte       ;Humanidades      ;Devuelto    ;750     ;Mostrador   ;BIB0010;2              ;                               ;2
PRE0042624;2023-12-01;2023-12-08;          ;USR004586;Funcionario ;N/A                         ;LB00023;0598262045053;Aprendizaje Automático Vol. 1          ;L. Rodríguez   ;Economía  ;Humanidades      ;Atrasado    ;207000  ;App móvil  ;BIB0002;2              ;Entrega con atraso             ;2
PRE0042683;2024-12-10;2024-12-24;2024-12-30;USR002353;Estudiante  ;Roberto Alvarado Ramírez   ;LB00476;5971072563669;Arquitectura de Datos Vol. 2            ;L. Mora         ;Tecnología;Humanidades      ;Devuelto    ;1500    ;En línea   ;BIB0023;0              ;Préstamo interbibliotecario   ;2
PRE0042683;2025-04-24;2025-05-01;          ;USR002896;Estudiante  ;Mariana Herrera Valverde    ;LB00099;9240758181412;Gobernanza de Datos Vol. 4              ; S. Gómez      ;Tecnología;Humanidades      ;Perdido     ;5000    ;Autoservicio;BIB0026;0              ;Préstamo interbibliotecario   ;2
PRE0042712;2023-09-08;2023-10-06;2023-10-02;USR003285;Estudiante  ;Gabriela Alvarado Gómez    ;LB00499;4338005452280;Visualización de Datos Vol. 1          ; J. Ramírez    ;Medicina   ;Central          ;Devuelto    ;0       ;Autoservicio;BIB0010;1              ;                               ;2
PRE0042712;2025-06-08;2025-06-29;          ;USR004714;Estudiante  ;Julio Quesada Sánchez      ;LB00130;7334843443757;Redes y Telecomunicaciones Vol. 3       ;M. Sánchez     ;Sociología;Atlántico       ;Atrasado    ;64750   ;Mostrador   ;BIB0027;1              ;Revisión pendiente            ;2
PRE0042728;2025-09-15;2025-09-29;2025-10-02;USR002129;Estudiante  ;Andrés Salazar Jiménez    ;LB00369;2405682996291; Análisis Multivariado Vol. 3          ;A. Solís       ;Historia   ;Ingenierías     ;Devuelto    ;750     ;App móvil  ;BIB0008;1              ;Usuario reporta portada dañada;2
PRE0042728;2026-02-09;NULL      ;          ;USR004597;Funcionario ; Daniela Quesada Calvo      ;LB00123;2456506098358;Sistemas de Información Vol. 1         ;A. Pérez       ;Arte       ;Salud            ;En préstamo;0       ;Autoservicio;BIB0037;0              ;Entrega con atraso             ;2
PRE0042790;2023-03-02;2023-03-23;2023-03-31;USR001953;Docente     ;Andrea Campos Calvo         ;LB00098;4738347359774;Modelado Dimensional Vol. 2             ;L. Mora         ;Sociología;Pacífico        ;Devuelto    ;2000    ;App móvil  ;BIB0021;0              ;                               ;2
PRE0042790;2024-12-22;2025-01-12;          ;USR003807;Estudiante  ;Kevin Gómez Calvo          ;LB00458;6965917135785;Economía Digital Vol. 4                ;R. Kimball      ;Educación ;Occidente        ;Atrasado    ;106750  ;Mostrador   ;BIB0019;3              ;Revisión pendiente            ;2
PRE0042816;2024-04-02;2024-04-23;2024-04-30;USR001466;Estudiante  ;María Cordero Rojas        ;LB00587;9786305050573;Economía Digital Vol. 2                ;A. Solís       ;Medicina   ;Central          ;Devuelto    ;1750    ;Mostrador   ;BIB0036;1              ;Entrega con atraso             ;2
PRE0042816;2024-07-14;2024-07-28;          ;USR000434;Estudiante  ;Carlos Gómez Aguilar       ;LB00680;2447315847768;Minería de Datos Vol. 2                ;J. Caserta      ;Historia   ;Occidente        ;En préstamo;0       ;En línea   ;BIB0016;1              ;                               ;2
PRE0042926;2024-07-22;2024-08-12;2024-08-07;USR000713;Estudiante  ;José Cordero Alvarado      ;LB00488;6174224386490;Algoritmos y Estructuras Vol. 1         ;D. Fernández   ;Medicina   ;Pacífico        ;Devuelto    ;0       ;Mostrador   ;BIB0006;9              ;Revisión pendiente            ;2
PRE0042926;2025-05-02;2025-05-23;2026/14/01;USR003559;Estudiante  ;Daniela Blanco Calvo        ;LB00397;1093911192692;Análisis Multivariado Vol. 1           ;R. Kimball      ;Sociología;Salud            ;Atrasado    ;74000   ;En línea   ;BIB0019;1              ;                               ;2
PRE0043074;2023-03-11;2023-03-25;          ;USR002671;Estudiante  ;Valeria Salazar Alvarado    ;LB00251;1100225579415;Sistemas de Información Vol. 3         ;C. Vargas       ;Arte       ;Central          ;Atrasado    ;271500  ;App móvil  ;BIB0006;0              ;                               ;2
PRE0043074;2025-04-05;2025-04-12;2025-04-15;USR000396;Estudiante  ;Paula Solano Campos         ;LB00477;0053759900489;Arquitectura de Datos Vol. 1            ;A. Pérez       ;Economía  ;Salud            ;Devuelto    ;750     ;App móvil  ;BIB0015;1              ;Entrega con atraso             ;2
PRE0043195;2025/13/01;2025-07-28;          ;USR001273;Estudiante  ;Paola Calvo Aguilar         ;LB00689;0021563213580;Modelado Dimensional Vol. 1             ;R. Kimball      ;Tecnología;Occidente        ;En préstamo;0       ;Mostrador   ;BIB0027;3              ;Préstamo interbibliotecario   ;2
PRE0043195;2026-03-07;2026-03-14;2026-03-26;USR000447;Funcionario ;Laura Valverde Quesada      ;LB00699;4940128974325;Análisis Multivariado Vol. 2           ;P. Ponniah      ;Educación ;Sin sede         ;Devuelto    ;3000    ;App móvil  ;BIB0037;1              ;Renovado una vez               ;2
PRE0043196;2024-08-31;2024-00-10;2024-10-01;USR000686;Estudiante  ;Sofía Rojas Mora           ;LB00124;7849912165585;Sistemas de Información Vol. 1         ;E. Quesada      ;Economía  ;Atlántico       ;Devuelto    ;750     ;Autoservicio;BIB0019;1              ;Renovado una vez               ;2
PRE0043196;2026-01-09;2026-01-30;2026-02-07;USR000554;Funcionario ;Gabriela Ramírez Aguilar   ;LB00345;2069804204394;Análisis Multivariado Vol. 3           ;S. Atre         ;Sociología;Occidente        ;Devuelto    ;2000    ;En línea   ;BIB0034;1              ;Entrega con atraso             ;2
PRE0043249;2024-10-02;2024-10-23;2024-10-18;USR004573;Investigador;Lucía Vega Aguilar         ;LB00294;5651269448695;Introducción a la Estadística Vol. 4  ;P. Ponniah      ;Ingeniería;Humanidades      ;Devuelto    ;0       ;Autoservicio;BIB0026;2              ;                               ;2
PRE0043249;2026-03-02;2026-03-30;2026-04-11;USR004996;Estudiante  ;Carlos Rojas Quesada        ;LB00491;9416800610277;Programación en Python Vol. 2          ;S. Gómez       ;Historia   ;Salud            ;Devuelto    ;3000    ;App móvil  ;BIB0021;0              ;Revisión pendiente            ;2
PRE0043259;2023-06-30;2023-07-07;2023-07-12;USR001106;Docente     ;Camila Solano Quesada       ;LB00386;6796927868765;Fundamentos de Bibliotecología Vol. 1  ;L. Rodríguez   ;Derecho    ;Central          ;Devuelto    ;1250    ;Mostrador   ;BIB0018;1              ;Revisión pendiente            ;2
PRE0043259;2024-03-29;2024-04-26;2024-05-07;USR004374;Estudiante  ;Lucía Calvo Rodríguez     ;LB00246;0982150648909;Diseño de Experimentos Vol. 2          ;N/A             ;Tecnología;Pacífico        ;Devuelto    ;2750    ;Autoservicio;BIB0011;0              ;Usuario reporta portada dañada;2
