id_prestamo;fecha_prestamo;fecha_vencimiento;fecha_devolucion;categoria;tipo_usuario;estado_prestamo;canal_prestamo;isbn;renovaciones;autor;sede_biblioteca;nombre_usuario;observaciones;titulo_libro;id_libro;id_bibliotecario;multa_crc;id_usuario;nr_errores;descripcion_error;campos_error;codigos_error
PRE0082919;2025-08-18;2025-09-01;2025-09-13;Medicina;Estudiante;Devuelto;En línea;2795687833918;1;L. Rodríguez;Atlántico;;Revisión pendiente;Diseño de Experimentos Vol. 2;LB00139;BIB0010;3000.0;USR000386;1;nombre_usuario vacío;nombre_usuario;NOMBRE_USUARIO
PRE0082941;2025-04-21;2025-05-12;2025-05-15;Ingeniería;Estudiante;Devuelto;En línea;000X;0;A. Pérez;Ciencias Sociales;Lucía Chaves Castro;Renovado una vez;Análisis Multivariado Vol. 2;LB00151;BIB0037;750.0;USR002208;2;isbn con formato/longitud inválida | isbn con formato/longitud inválida;isbn | isbn;ISBN | ISBN
PRE0082943;2024-03-28;2024-04-11;;Arte;Funcionario;En préstamo;Autoservicio;12345;2;P. Ponniah;Pacífico;Rocío Chaves Navarro;Usuario reporta portada dañada;Gestión de Bases de Datos Vol. 2;LB00629;BIB0008;0.0;USR001890;2;isbn con formato/longitud inválida | isbn con formato/longitud inválida;isbn | isbn;ISBN | ISBN
PRE0082947;2023-07-31;2023-08-14;2023-08-16;Tecnología;Externo;Devuelto;Autoservicio;NULL;3;S. Atre;Occidente;David Quesada Campos;Usuario reporta portada dañada;Modelado Dimensional Vol. 4;LB00663;BIB0029;500.0;USR003339;2;isbn con formato/longitud inválida | isbn con formato/longitud inválida;isbn | isbn;ISBN | ISBN
PRE0082998;2023-07-18;2023-08-01;;Literatura;Estudiante;En préstamo;Mostrador;NULL;0;R. Kimball;Salud;Manuel Chaves Valverde;Préstamo interbibliotecario;Gestión de Bases de Datos Vol. 1;LB00247;BIB0007;0.0;USR004164;2;isbn con formato/longitud inválida | isbn con formato/longitud inválida;isbn | isbn;ISBN | ISBN
PRE0083008;2023-02-21;2023-02-28;;Economía;Estudiante;Atrasado;Autoservicio;8263435175183;0;J. Ramírez;Ciencias Sociales;Andrea Araya Salazar;Renovado una vez;Gestión de Bases de Datos Vol. 4;LB00149;BIB0027;277750.0;NULL;1;id_usuario vacío o con formato inválido;id_usuario;ID_USUARIO
PRE0083047;2024-10-25;2024-11-15;2024-11-26;Derecho;Estudiante;Devuelto;En línea;9162022328837;3;;Ingenierías;Diego Rojas Chaves;;Redes y Telecomunicaciones Vol. 3;LB00716;BIB0006;2750.0;USR002809;1;autor vacío;autor;AUTOR
PRE0083049;2024-11-13;2024-12-11;;Historia;Estudiante;En préstamo;En línea;1856724380701;3;A. Solís;Occidente;;Revisión pendiente;Ciencia de Datos Aplicada Vol. 1;LB00561;BIB0010;0.0;USR004028;1;nombre_usuario vacío;nombre_usuario;NOMBRE_USUARIO
PRE0083051;2026-01-01;2026-01-08;2026-01-08;Matemática;Estudiante;Devuelto;Autoservicio;6619639907676;0;M. Ross;Occidente;Paula Cordero Solano;Entrega con atraso;Aprendizaje Automático Vol. 1;LB00535;;0.0;USR000268;1;id_bibliotecario vacío o con formato inválido;id_bibliotecario;ID_BIBLIOTECARIO
PRE0083083;2024-01-15;2024-02-05;;Tecnología;Externo;En préstamo;Autoservicio;5439627365271;2;;Ciencias Sociales;N/A;;Redes y Telecomunicaciones Vol. 2;LB00635;BIB0007;0.0;USR003369;1;autor vacío;autor;AUTOR
PRE0083087;2025-11-12;2025-12-03;2025-12-08;Tecnología;Estudiante;Devuelto;Autoservicio;5775949299556;0;C. Inmon;Pacífico;Javier Navarro Salazar;Revisión pendiente;Aprendizaje Automático Vol. 3;LB00279;BIB0017;1250.0;;1;id_usuario vacío o con formato inválido;id_usuario;ID_USUARIO
PRE0083090;2023-07-09;2023-08-06;2023-08-09;Economía;Estudiante;Devuelto;Mostrador;4251354278498;1;P. Ponniah;Ingenierías;Rocío Salazar Torres;;;LB00020;BIB0001;750.0;USR002586;1;titulo_libro vacío;titulo_libro;TITULO
PRE0083092;2025-05-16;2025-05-23;;Educación;Estudiante;Atrasado;Autoservicio;12345;1;J. Caserta;Occidente;Kevin Vega Ramírez;Revisión pendiente;Minería de Datos Vol. 2;LB00509;BIB0010;74000.0;USR002224;2;isbn con formato/longitud inválida | isbn con formato/longitud inválida;isbn | isbn;ISBN | ISBN
PRE0083106;2023-08-31;2023-09-28;;Economía;Docente;En préstamo;Mostrador;3184919665533;0;P. Ponniah;Pacífico;;Usuario reporta portada dañada;Gobernanza de Datos Vol. 3;LB00685;BIB0027;0.0;USR002846;1;nombre_usuario vacío;nombre_usuario;NOMBRE_USUARIO
PRE0083116;2026-02-28;2026-03-07;;Tecnología;Externo;En préstamo;Mostrador;6900343244510;1;M. Ross;Humanidades;Camila Blanco Sánchez;Renovado una vez;Ética y Tecnología Vol. 3;LB00086;BIB0035;0.0;123;1;id_usuario vacío o con formato inválido;id_usuario;ID_USUARIO
PRE0083176;2024-08-31;2024-09-21;2024-09-24;Ingeniería;Funcionario;Devuelto;En línea;7866912517785;;E. Quesada;Atlántico;José Calvo Vega;Préstamo interbibliotecario;Historia de Costa Rica Vol. 3;LB00115;BIB0032;1500.0;USR001646;1;renovaciones inválida o negativa;renovaciones;RENOVACIONES
PRE0083181;2023-09-17;2023-10-08;2023-10-06;Arte;Estudiante;Devuelto;App móvil;2916032484137;1;;Ciencias Sociales;Rocío Jiménez Blanco;Usuario reporta portada dañada;Metodología de la Investigación Vol. 4;LB00560;BIB0037;0.0;USR000532;1;autor vacío;autor;AUTOR
PRE0083191;2024-02-24;;2024-03-11;Ciencias;Estudiante;Devuelto;App móvil;2259136517773;1;P. Ponniah;Ingenierías;Elena Aguilar Castro;;Algoritmos y Estructuras Vol. 3;LB00287;BIB0018;;USR003498;1;fecha_vencimiento inválida;fecha_vencimiento;FECHA_VENCIMIENTO
PRE0083192;2024-06-08;2024-06-15;2024-06-17;Historia;Estudiante;Devuelto;Autoservicio;3908088235130;1;M. Sánchez;Humanidades;María Blanco Calvo;Revisión pendiente;;LB00679;BIB0016;500.0;USR002347;1;titulo_libro vacío;titulo_libro;TITULO
PRE0083201;2023-12-09;2023-12-16;2023-12-12;Sociología;Estudiante;Devuelto;Autoservicio;7400564350238;1;A. Pérez;Ingenierías;David Vega Chaves;Usuario reporta portada dañada;Gobernanza de Datos Vol. 1;LB00728;;0.0;USR000049;1;id_bibliotecario vacío o con formato inválido;id_bibliotecario;ID_BIBLIOTECARIO
PRE0083213;2023-12-10;2024-01-07;2024-01-04;Arte;Estudiante;Devuelto;En línea;1853747411249;1;C. Vargas;Ciencias Sociales;Julio Quesada Salazar;Usuario reporta portada dañada;Investigación de Operaciones Vol. 4;LB00205;BIB0003;0.0;??;1;id_usuario vacío o con formato inválido;id_usuario;ID_USUARIO
PRE0083219;2024-05-24;2024-06-07;;Medicina;Docente;En préstamo;App móvil;2927742333059;;D. Fernández;Salud;Paola Herrera Calvo;Revisión pendiente;Minería de Datos Vol. 1;LB00597;BIB0010;0.0;USR001962;1;renovaciones inválida o negativa;renovaciones;RENOVACIONES
PRE0083223;2025-05-08;2025-05-15;2025-05-16;Derecho;Estudiante;Devuelto;App móvil;;2;L. Rodríguez;Pacífico;Paula Rojas Jiménez;Usuario reporta portada dañada;Derecho de la Información Vol. 4;LB00128;BIB0013;250.0;USR001997;1;isbn con formato/longitud inválida;isbn;ISBN
PRE0083238;2025-05-17;2025-05-31;2025-05-29;Medicina;Estudiante;Devuelto;Mostrador;000X;0;M. Sánchez;Occidente;María Herrera Quesada;Renovado una vez;Aprendizaje Automático Vol. 1;LB00451;BIB0039;0.0;USR001038;2;isbn con formato/longitud inválida | isbn con formato/longitud inválida;isbn | isbn;ISBN | ISBN
PRE0083248;2024-06-08;2024-06-29;;Ciencias;Docente;Atrasado;En línea;000X;0;L. Rodríguez;Ingenierías;Natalia Ramírez Araya;Renovado una vez;Sistemas de Información Vol. 3;LB00216;BIB0019;156000.0;USR001685;2;isbn con formato/longitud inválida | isbn con formato/longitud inválida;isbn | isbn;ISBN | ISBN
PRE0083251;;2024-04-21;;Literatura;Estudiante;Perdido;Autoservicio;1851067949756;2;S. Atre;Atlántico;Paola Aguilar Aguilar;Entrega con atraso;Análisis Multivariado Vol. 2;LB00514;BIB0012;7500.0;USR002534;1;fecha_prestamo inválida;fecha_prestamo;FECHA_PRESTAMO
PRE0083262;2024-07-06;2024-07-13;2024-07-09;Arte;Estudiante;Devuelto;Autoservicio;2418623690362;1;J. Caserta;Central;;Renovado una vez;Administración de Proyectos Vol. 3;LB00650;BIB0026;0.0;USR002195;1;nombre_usuario vacío;nombre_usuario;NOMBRE_USUARIO
PRE0083298;2025-04-10;2025-05-08;;Economía;Estudiante;Atrasado;Autoservicio;8725639427881;0;;Central;Carlos Navarro Mora;Préstamo interbibliotecario;análisis multivariado vol. 1;LB00282;BIB0010;77750.0;USR002948;1;autor vacío;autor;AUTOR
PRE0083305;2025-09-11;2025-09-25;2025-09-26;Educación;Externo;Devuelto;En línea;NULL;1;C. Inmon;Occidente;Mariana Calvo Cordero;Renovado una vez;Aprendizaje Automático Vol. 3;LB00584;BIB0010;250.0;USR003372;2;isbn con formato/longitud inválida | isbn con formato/longitud inválida;isbn | isbn;ISBN | ISBN
PRE0083313;2023-03-31;2023-04-14;;Ciencias;Estudiante;Atrasado;En línea;6940539672757;0;L. Rodríguez;Central;José Castro Ramírez;Revisión pendiente;;LB00611;BIB0006;266500.0;USR003867;1;titulo_libro vacío;titulo_libro;TITULO
PRE0083336;;2023-07-06;2023-07-08;Historia;Docente;Devuelto;En línea;9254629148652;1;C. Vargas;Pacífico;Alonso Murillo Murillo;;Arquitectura de Datos Vol. 2;LB00095;BIB0012;500.0;USR004659;1;fecha_prestamo inválida;fecha_prestamo;FECHA_PRESTAMO
PRE0083357;2024-12-23;2025-01-06;;Matemática;Estudiante;Atrasado;Mostrador;9956412203103;0;S. Atre;Ciencias Sociales;;;Economía Digital Vol. 4;LB00492;BIB0018;108250.0;USR000693;1;nombre_usuario vacío;nombre_usuario;NOMBRE_USUARIO
PRE0083383;2023-05-01;2023-05-22;;Historia;Estudiante;;Mostrador;1178309997419;3;A. Pérez;Humanidades;Diego Murillo Rodríguez;;Modelado Dimensional Vol. 1;LB00600;BIB0034;257000.0;USR000612;1;estado_prestamo vacío;estado_prestamo;ESTADO
PRE0083384;2023-02-11;2023-03-11;2023-03-23;Historia;Estudiante;Devuelto;Mostrador;2447315847768;0;J. Caserta;Pacífico;Paola Rojas Sánchez;;;LB00680;BIB0034;3000.0;USR004020;1;titulo_libro vacío;titulo_libro;TITULO
PRE0083401;2023-06-11;2023-06-25;2023-07-02;Arte;Estudiante;Devuelto;Autoservicio;6742860476580;3;;Ingenierías;Manuel Calvo Mora;Renovado una vez;Sistemas de Información Vol. 4;LB00394;BIB0007;1750.0;USR003151;1;autor vacío;autor;AUTOR
PRE0083404;2023-11-17;2023-12-08;2023-12-04;Ingeniería;Estudiante;Devuelto;App móvil;4345581223623;0;C. Inmon;Atlántico;José Solano Quesada;Préstamo interbibliotecario;Arquitectura de Datos Vol. 4;LB00034;BIB0037;0.0;123;1;id_usuario vacío o con formato inválido;id_usuario;ID_USUARIO
PRE0083456;2023-07-20;2023-08-10;;Economía;Estudiante;Atrasado;Mostrador;000X;2;P. Ponniah;Central;Elena Murillo Rojas;Renovado una vez;Aprendizaje Automático Vol. 1;LB00020;BIB0007;237000.0;USR000734;2;isbn con formato/longitud inválida | isbn con formato/longitud inválida;isbn | isbn;ISBN | ISBN
PRE0083460;2025-08-01;2025-08-08;2025-08-17;Arte;Estudiante;Devuelto;App móvil;12345;1;J. Caserta;Ingenierías;Sebastián Rodríguez Rodríguez;;Análisis Multivariado Vol. 1;LB00404;BIB0026;2250.0;USR003230;2;isbn con formato/longitud inválida | isbn con formato/longitud inválida;isbn | isbn;ISBN | ISBN
PRE0083477;2023-02-16;2023-03-02;2023-03-03;Medicina;Investigador;Devuelto;Autoservicio;9695450090255;2;;Humanidades;Luis Quesada Rodríguez;;Gestión de Bases de Datos Vol. 4;LB00455;BIB0027;250.0;USR000726;1;autor vacío;autor;AUTOR
PRE0083516;;2025-06-03;2025-06-14;Arte;Estudiante;Devuelto;Mostrador;1559407816184;1;C. Inmon;Central;Javier Torres Murillo;;Minería de Datos Vol. 1;LB00003;BIB0027;2750.0;USR004700;1;fecha_prestamo inválida;fecha_prestamo;FECHA_PRESTAMO
PRE0083525;2026-01-28;2026-02-18;;Economía;Investigador;Atrasado;En línea;1128801336138;2;C. Vargas;Central;Manuel Vega Salazar;;Derecho de la Información Vol. 2;LB00272;BIB0029;;USR-XX;1;id_usuario vacío o con formato inválido;id_usuario;ID_USUARIO
PRE0083535;2025-05-20;2025-05-27;2025-05-28;Arte;Estudiante;Devuelto;Autoservicio;5273543520904;0;S. Gómez;Central;Ana Blanco Vargas;;Análisis Multivariado Vol. 4;LB00415;BIB0039;250.0;USR-XX;1;id_usuario vacío o con formato inválido;id_usuario;ID_USUARIO
PRE0083541;2026-01-21;2026-01-28;;Educación;Estudiante;En préstamo;App móvil;4940128974325;2;P. Ponniah;Humanidades;Sofía Aguilar Castro;;Análisis Multivariado Vol. 2;LB00699;BIB0038;0.0;;1;id_usuario vacío o con formato inválido;id_usuario;ID_USUARIO
PRE0083549;2023-08-02;2023-08-23;2023-07-29;Tecnología;Externo;Devuelto;Autoservicio;12345;2;J. Ramírez;Ciencias Sociales;David Araya Alvarado;Usuario reporta portada dañada;Algoritmos y Estructuras Vol. 4;LB00410;BIB0027;3000.0;USR-XX;3;id_usuario vacío o con formato inválido | isbn con formato/longitud inválida | isbn con formato/longitud inválida;id_usuario | isbn | isbn;ID_USUARIO | ISBN | ISBN
PRE0083564;2026-01-15;2026-01-22;2026-01-23;Derecho;Funcionario;Devuelto;Autoservicio;2849824741407;9;L. Mora;Ciencias Sociales;Natalia Solano Salazar;;Ética y Tecnología Vol. 2;LB00706;;250.0;USR001834;1;id_bibliotecario vacío o con formato inválido;id_bibliotecario;ID_BIBLIOTECARIO
PRE0083591;2025-01-02;2025-01-16;2025-01-21;Matemática;Estudiante;Devuelto;Autoservicio;5723084810018;3;S. Gómez;Ingenierías;Diego Jiménez Ramírez;Entrega con atraso;Administración de Proyectos Vol. 4;LB00639;BIB0032;1250.0;NULL;1;id_usuario vacío o con formato inválido;id_usuario;ID_USUARIO
PRE0083597;2024-06-02;2024-06-23;;tecnolog�?a;Estudiante;Atrasado;App móvil;9781ABC;2;A. Pérez;Humanidades;Miguel Aguilar Torres;Renovado una vez;Teoría de la Información Vol. 1;LB00170;BIB0014;157500.0;USR004882;2;isbn con formato/longitud inválida | isbn con formato/longitud inválida;isbn | isbn;ISBN | ISBN
PRE0083627;2023-04-26;2023-05-10;2023-05-06;sociolog�?a;Docente;Devuelto;En línea;9610023117753;2;A. Solís;Ingenierías;;Préstamo interbibliotecario;Economía Digital Vol. 3;LB00721;BIB0031;0.0;USR002222;1;nombre_usuario vacío;nombre_usuario;NOMBRE_USUARIO
PRE0083632;2023-12-18;2024-01-08;;Ingeniería;Estudiante;;En línea;5190986240580;1;J. Ramírez;Ciencias Sociales;Julio Mora Vargas;Usuario reporta portada dañada;Sistemas de Información Vol. 3;LB00383;BIB0009;0.0;USR004777;1;estado_prestamo vacío;estado_prestamo;ESTADO
PRE0083634;2024-01-03;2024-01-31;;Economía;Estudiante;Atrasado;Autoservicio;12345;1;A. Solís;Central;;Revisión pendiente;Sistemas de Información Vol. 3;LB00152;BIB0024;193500.0;USR000802;3;isbn con formato/longitud inválida | isbn con formato/longitud inválida | nombre_usuario vacío;isbn | isbn | nombre_usuario;ISBN | ISBN | NOMBRE_USUARIO
PRE0083636;2023-10-17;2023-10-31;;Ingeniería;Estudiante;Atrasado;Autoservicio;7393638546785;1;A. Pérez;Humanidades;Daniela Herrera Herrera;Revisión pendiente;;LB00151;BIB0039;216500.0;USR002082;1;titulo_libro vacío;titulo_libro;TITULO
PRE0083646;2023-08-16;2023-09-06;2023-09-05;Tecnología;Docente;Devuelto;;5368222394312;0;D. Fernández;Salud;Laura Chaves Valverde;Entrega con atraso;Gobernanza de Datos Vol. 1;LB00277;BIB0016;0.0;USR003482;1;canal_prestamo vacío;canal_prestamo;CANAL
PRE0083652;2023-10-14;2023-11-04;2023-10-30;Historia;Estudiante;Devuelto;Mostrador;6571208267734;2;M. Ross;Humanidades;Manuel Cordero Araya;Revisión pendiente;Derecho de la Información Vol. 2;LB00133;;0.0;USR004291;1;id_bibliotecario vacío o con formato inválido;id_bibliotecario;ID_BIBLIOTECARIO
PRE0083666;2023-04-08;2023-04-29;2023-04-29;Tecnología;Estudiante;En préstamo;App móvil;9781ABC;1;M. Sánchez;Atlántico;Paula Chaves Blanco;Renovado una vez;Administración de Proyectos Vol. 3;LB00533;BIB0015;262750.0;USR001270;2;isbn con formato/longitud inválida | isbn con formato/longitud inválida;isbn | isbn;ISBN | ISBN
PRE0083691;2025-02-04;2025-03-04;;Sociología;Estudiante;Atrasado;App móvil;6499091334123;0;D. Fernández;Humanidades;Camila Cordero Navarro;Préstamo interbibliotecario;Investigación de Operaciones Vol. 4;LB00050;;94000.0;USR001115;1;id_bibliotecario vacío o con formato inválido;id_bibliotecario;ID_BIBLIOTECARIO
PRE0083692;2025-10-28;2025-11-04;2025-11-12;Matemática;Estudiante;Devuelto;Autoservicio;1454563502000;2;M. Ross;Ingenierías;Luis Solano Solano;;Gestión de Bases de Datos Vol. 4;LB00625;BIB0015;2000.0;123;1;id_usuario vacío o con formato inválido;id_usuario;ID_USUARIO
PRE0083723;2023-04-06;2023-03-31;2023-05-01;Economía;Estudiante;Devuelto;;0002578729825;0;E. Quesada;Salud;Roberto Gómez Araya;Préstamo interbibliotecario;Fundamentos de Bibliotecología Vol. 2;LB00125;BIB0012;1000.0;USR004600;1;canal_prestamo vacío;canal_prestamo;CANAL
PRE0083744;2025-01-11;2025-01-25;2025-01-26;Ingeniería;Funcionario;Devuelto;App móvil;NULL;3;L. Mora;Ciencias Sociales;Javier Cordero Valverde;;Derecho de la Información Vol. 2;LB00106;BIB0038;250.0;USR000258;2;isbn con formato/longitud inválida | isbn con formato/longitud inválida;isbn | isbn;ISBN | ISBN
PRE0083757;2025-06-19;2025-07-03;;Sociología;Estudiante;Atrasado;En línea;1343161172400;0;M. Ross;Humanidades;Daniela Rojas Calvo;Renovado una vez;;LB00063;BIB0007;63750.0;USR004975;1;titulo_libro vacío;titulo_libro;TITULO
PRE0083779;;2024-12-03;2024-12-06;Arte;Estudiante;Devuelto;App móvil;1375060685361;2;L. Rodríguez;Humanidades;Andrea Castro Alvarado;;Arquitectura de Datos Vol. 4;LB00100;BIB0033;750.0;USR000250;1;fecha_prestamo inválida;fecha_prestamo;FECHA_PRESTAMO
PRE0083783;2023-12-07;2023-12-21;;Sociología;Estudiante;Perdido;Autoservicio;9123478519610;1;;Ingenierías;Paola Vargas Rojas;Entrega con atraso;Metodología de la Investigación Vol. 4;LB00434;BIB0023;15000.0;USR002880;1;autor vacío;autor;AUTOR
PRE0083788;2026-01-10;2026-01-17;;Literatura;Estudiante;En préstamo;Mostrador;1039308705932;0;;Central;Roberto Chaves Jiménez;;Sistemas de Información Vol. 2;LB00214;BIB0024;0.0;USR002325;1;autor vacío;autor;AUTOR
PRE0083791;2024-05-24;2024-05-31;;Ingeniería;Estudiante;En préstamo;Mostrador;3518233749894;0;A. Pérez;Occidente;Miguel Salazar Torres;;Arquitectura de Datos Vol. 2;LB00046;;0.0;USR003845;1;id_bibliotecario vacío o con formato inválido;id_bibliotecario;ID_BIBLIOTECARIO
PRE0083842;2023-11-23;2023-12-07;;Historia;Estudiante;En préstamo;En línea;3271950052812;1;A. Solís;Humanidades;Camila Sánchez Sánchez;;Economía Digital Vol. 2;LB00326;;0.0;USR000517;1;id_bibliotecario vacío o con formato inválido;id_bibliotecario;ID_BIBLIOTECARIO
PRE0083852;2023-10-13;2023-10-04;2023-11-02;Arte;Funcionario;Devuelto;En línea;5574313291212;3;C. Vargas;Pacífico;Natalia Herrera Valverde;Préstamo interbibliotecario;Sistemas de Información Vol. 3;LB00204;BIB0005;1500.0;NULL;1;id_usuario vacío o con formato inválido;id_usuario;ID_USUARIO
PRE0083857;2025-06-14;2025-07-12;2025-07-17;Economía;Externo;Devuelto;En línea;9781ABC;3;M. Ross;Central;Javier Alvarado Jiménez;;Redes y Telecomunicaciones Vol. 1;LB00489;BIB0040;1250.0;USR004490;2;isbn con formato/longitud inválida | isbn con formato/longitud inválida;isbn | isbn;ISBN | ISBN
PRE0083872;2025-10-31;;2025-11-15;Matemática;Estudiante;Devuelto;Mostrador;5561681472145;1;C. Inmon;Central;Laura Campos Sánchez;;Modelado Dimensional Vol. 1;LB00363;BIB0015;2000.0;USR004933;1;fecha_vencimiento inválida;fecha_vencimiento;FECHA_VENCIMIENTO
PRE0083890;;2025-05-24;;Ingeniería;Docente;En préstamo;Mostrador;6303161799042;0;D. Fernández;Pacífico;José Rojas Araya;;Gobernanza de Datos Vol. 1;LB00195;BIB0026;0.0;USR002999;1;fecha_prestamo inválida;fecha_prestamo;FECHA_PRESTAMO
PRE0083928;2025-11-04;2025-11-18;2025-11-23;Historia;Externo;Devuelto;App móvil;7981789046337;0;J. Ramírez;Ingenierías;;Renovado una vez;Derecho de la Información Vol. 1;LB00670;BIB0036;1250.0;USR002187;1;nombre_usuario vacío;nombre_usuario;NOMBRE_USUARIO
PRE0083933;2024-02-05;2024-02-19;2024-02-23;Medicina;Funcionario;Devuelto;En línea;1416335658804;0;R. Kimball;Sin sede;Camila Chaves Campos;Renovado una vez;Ética y Tecnología Vol. 4;LB00302;BIB0011;1000.0;123;1;id_usuario vacío o con formato inválido;id_usuario;ID_USUARIO
PRE0083944;2023-02-08;2023-03-08;2023-03-15;Tecnología;Estudiante;Devuelto;Mostrador;3155206506373;0;A. Pérez;Salud;Luis Gómez Solano;;Gobernanza de Datos Vol. 4;LB00567;;1750.0;USR002371;1;id_bibliotecario vacío o con formato inválido;id_bibliotecario;ID_BIBLIOTECARIO
PRE0083957;2024-08-25;2024-09-22;2024-09-28;Ingeniería;Estudiante;Devuelto;Autoservicio;2075011024819;1;C. Inmon;Occidente;Paula Vargas Araya;Renovado una vez;;LB00273;BIB0023;1500.0;USR002474;1;titulo_libro vacío;titulo_libro;TITULO
PRE0083960;;2023-08-04;2023-07-30;Derecho;Estudiante;Devuelto;En línea;1975466176620;1;D. Fernández;Atlántico;María Blanco Salazar;Revisión pendiente;Visualización de Datos Vol. 3;LB00717;BIB0014;0.0;USR001901;1;fecha_prestamo inválida;fecha_prestamo;FECHA_PRESTAMO
PRE0083985;2024-04-17;2024-05-01;;Derecho;Estudiante;Atrasado;Mostrador;12345;0;D. Fernández;Pacífico;Daniela Valverde Rodríguez;Renovado una vez;Análisis Multivariado Vol. 2;LB00263;BIB0001;170750.0;USR001442;2;isbn con formato/longitud inválida | isbn con formato/longitud inválida;isbn | isbn;ISBN | ISBN
PRE0083989;;2024-01-06;2024-01-14;Sociología;Estudiante;Devuelto;Autoservicio;7829221699586;0;J. Ramírez;Central;Carlos Murillo Mora;Revisión pendiente;Algoritmos y Estructuras Vol. 1;LB00261;BIB0025;2000.0;USR003822;1;fecha_prestamo inválida;fecha_prestamo;FECHA_PRESTAMO
PRE0083996;2024-12-16;2025-01-06;2025-01-10;Historia;Docente;Devuelto;App móvil;6873395004797;1;R. Kimball;Humanidades;Kevin Quesada Quesada;Entrega con atraso;Sistemas de Información Vol. 4;LB00122;BIB0040;1000.0;??;1;id_usuario vacío o con formato inválido;id_usuario;ID_USUARIO
PRE0084001;2023-02-17;2023-03-10;2023-03-17;Ingeniería;Estudiante;Devuelto;Mostrador;7584161692845;0;S. Atre;Atlántico;Julio Alvarado Valverde;Renovado una vez;;LB00108;BIB0036;1750.0;USR002567;1;titulo_libro vacío;titulo_libro;TITULO
PRE0084022;2023-03-23;2023-04-06;2023-04-14;Ciencias;Estudiante;Devuelto;Autoservicio;9659027716701;1;L. Mora;Atlántico;;;Administración de Proyectos Vol. 4;LB00253;BIB0022;2000.0;USR002347;1;nombre_usuario vacío;nombre_usuario;NOMBRE_USUARIO
PRE0084042;;2025-06-02;2025-06-12;Arte;Estudiante;Devuelto;En línea;000X;0;C. Vargas;Salud;Roberto Murillo Sánchez;Entrega con atraso;Sistemas de Información Vol. 3;LB00204;BIB0030;2500.0;USR004594;3;fecha_prestamo inválida | isbn con formato/longitud inválida | isbn con formato/longitud inválida;fecha_prestamo | isbn | isbn;FECHA_PRESTAMO | ISBN | ISBN
PRE0084069;2024-01-04;2024-01-18;2024-01-30;Ingeniería;Docente;Devuelto;App móvil;3518233749894;3;A. Pérez;Humanidades;Daniela Torres Blanco;Revisión pendiente;Arquitectura de Datos Vol. 2;LB00046;;3000.0;USR001453;1;id_bibliotecario vacío o con formato inválido;id_bibliotecario;ID_BIBLIOTECARIO
PRE0084113;2025-07-31;2025-08-07;;Sociología;Funcionario;Perdido;App móvil;000X;2;S. Atre;Occidente;Diego Valverde Rodríguez;Usuario reporta portada dañada;Análisis Multivariado Vol. 3;LB00345;BIB0008;7500.0;USR001669;2;isbn con formato/longitud inválida | isbn con formato/longitud inválida;isbn | isbn;ISBN | ISBN
PRE0084117;;2023-07-21;2023-08-01;Historia;Estudiante;Devuelto;En línea;8324210249947;1;J. Ramírez;Humanidades;Elena Vega Rojas;Préstamo interbibliotecario;Derecho de la Información Vol. 2;LB00052;BIB0026;2750.0;USR004683;1;fecha_prestamo inválida;fecha_prestamo;FECHA_PRESTAMO
PRE0084121;;2025-05-30;2025-06-05;Educación;Estudiante;Devuelto;En línea;5623869222196;0;D. Fernández;Central;Manuel Araya Torres;Revisión pendiente;Minería de Datos Vol. 1;LB00064;BIB0008;1500.0;USR004465;1;fecha_prestamo inválida;fecha_prestamo;FECHA_PRESTAMO
PRE0084133;2024-10-02;2024-10-30;2024-11-09;Tecnología;Estudiante;Devuelto;Autoservicio;1498643009818;2;N/A;Salud;Sofía Chaves Alvarado;;Fundamentos de Bibliotecología Vol. 3;LB00293;;2500.0;USR004807;1;id_bibliotecario vacío o con formato inválido;id_bibliotecario;ID_BIBLIOTECARIO
PRE0084134;2024-01-09;2024-01-16;2024-01-17;Arte;Estudiante;;Mostrador;4236103266421;0;C. Inmon;Atlántico;Rocío Herrera Chaves;Renovado una vez;Teoría de la Información Vol. 4;LB00485;BIB0010;250.0;USR003475;1;estado_prestamo vacío;estado_prestamo;ESTADO
PRE0084136;2025-05-31;2025-06-28;;Educación;Estudiante;Atrasado;Mostrador;7924991251341;;A. Solís;Ciencias Sociales;Mariana Chaves Mora;Usuario reporta portada dañada;Gobernanza de Datos Vol. 1;LB00176;BIB0013;65000.0;USR004359;1;renovaciones inválida o negativa;renovaciones;RENOVACIONES
PRE0084145;2023-08-25;2023-09-01;2023-09-06;Ingeniería;Estudiante;;Autoservicio;7721903404384;2;J. Ramírez;Occidente;Sofía Araya Vega;;Ciencia de Datos Aplicada Vol. 4;LB00179;BIB0018;1250.0;USR000783;1;estado_prestamo vacío;estado_prestamo;ESTADO
PRE0084195;2025-05-24;2025-06-07;2025-06-06;Matemática;Estudiante;Devuelto;Autoservicio;;2;A. Solís;Atlántico;Mariana Chaves Vargas;;Metodología de la Investigación Vol. 2;LB00172;BIB0030;0.0;USR004907;1;isbn con formato/longitud inválida;isbn;ISBN
